template,action,template_skeleton,prompt_preview,target_preview,variant_note,source_prompt_preview,source_target_preview
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU7774, <TXWY> Echo, Foxtrot, <GATE> B6 [Pilot]: Greensboro Ground, <F#> JBU7774, clear of active, request taxi to Gate <GATE> B6.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU7774, clear of active, request taxi to Gate B6. Structured context: - callsign: JBU7774 - runway: 05R -","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU7774, <TXWY> Echo, Foxtrot, <GATE> B6 [Pilot]: Greensboro Ground, <F#> JBU777",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: JBU7774, taxi to Gate B6 via Echo, Foxtrot."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> DAL7806, <ALT> 6000ft, <RWY> 14, <DIST> 9.2NM [Pilot]: Greensboro Approach, <F#> DAL7806, level 10000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, DAL7806, level 10000 feet, inbound for landing. Structured context: - callsign: DAL7806 - runway: 14 - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> DAL7806, <ALT> 6000ft, <RWY> 14,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: DAL7806, radar contact, descend and maintain 6000, expect ILS Runway 14."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL9750, <TXWY> Lima, Golf, <GATE> D4 [Pilot]: Greensboro Ground, <F#> UAL9750, clear of active, request taxi to Gate <GATE> D4.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, UAL9750, clear of active, request taxi to Gate D4. Structured context: - callsign: UAL9750 - runway: 32 - ","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL9750, <TXWY> Lima, Golf, <GATE> D4 [Pilot]: Greensboro Ground, <F#> UAL9750, ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: UAL9750, taxi to Gate D4 via Lima, Golf."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT3568, <TXWY> Delta, Golf, Hotel, <GATE> C5 [Pilot]: Greensboro Ground, <F#> FFT3568, clear of active, request taxi to Gate <GATE> C5.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, FFT3568, clear of active, request taxi to Gate C5. Structured context: - callsign: FFT3568 - runway: 23R -","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT3568, <TXWY> Delta, Golf, Hotel, <GATE> C5 [Pilot]: Greensboro Ground, <F#> F",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: FFT3568, taxi to Gate C5 via Delta, Golf, Hotel."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL7113, <ALT> 4000ft, <RWY> 32, <DIST> 6.1NM [Pilot]: Greensboro Approach, <F#> AAL7113, level 6000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, AAL7113, level 6000 feet, inbound for landing. Structured context: - callsign: AAL7113 - runway: 32 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL7113, <ALT> 4000ft, <RWY> 32,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: AAL7113, radar contact, descend and maintain 4000, expect ILS Runway 32."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N5150U, <WIND> 200 at 9, <RWY> 23L, <DIST> 3mi [Pilot]: Greensboro Tower, <F#> N5150U, <DIST> 3 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, N5150U, 3 miles out. Structured context: - callsign: N5150U - runway: 23L - taxi_route: Delta, Charlie, Fox","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N5150U, <WIND> 200 at 9, <RWY> 23L, <DIST> 3mi [Pilot]: Gr",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: N5150U, wind 200 at 9, Runway 23L cleared to land."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N3790U, <ALT> 4000ft, <RWY> 05L, <DIST> 6.0NM [Pilot]: Greensboro Approach, <F#> N3790U, level 7000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, N3790U, level 7000 feet, inbound for landing. Structured context: - callsign: N3790U - runway: 05L - tax","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N3790U, <ALT> 4000ft, <RWY> 05L,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: N3790U, radar contact, descend and maintain 4000, expect ILS Runway 05L."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> ASA3939, <WIND> 280 at 11, <RWY> 23R, <DIST> 12mi [Pilot]: Greensboro Tower, <F#> ASA3939, <DIST> 12 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, ASA3939, 12 miles out. Structured context: - callsign: ASA3939 - runway: 23R - taxi_route: Delta, Charlie -","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> ASA3939, <WIND> 280 at 11, <RWY> 23R, <DIST> 12mi [Pilot]:",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: ASA3939, wind 280 at 11, Runway 23R cleared to land."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL5102, <ALT> 5000ft, <RWY> 05R, <DIST> 22.5NM [Pilot]: Greensboro Approach, <F#> AAL5102, level 6000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, AAL5102, level 6000 feet, inbound for landing. Structured context: - callsign: AAL5102 - runway: 05R - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL5102, <ALT> 5000ft, <RWY> 05R",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: AAL5102, radar contact, descend and maintain 5000, expect ILS Runway 05R."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL5593, <WIND> 190 at 6, <RWY> 23R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> DAL5593, <DIST> 15 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, DAL5593, 15 miles out. Structured context: - callsign: DAL5593 - runway: 23R - taxi_route: Golf, Bravo - ga","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL5593, <WIND> 190 at 6, <RWY> 23R, <DIST> 15mi [Pilot]: ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: DAL5593, wind 190 at 6, Runway 23R cleared to land."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA4696, <WIND> 260 at 6, <RWY> 32, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> SWA4696, <DIST> 15 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, SWA4696, 15 miles out. Structured context: - callsign: SWA4696 - runway: 32 - taxi_route: Bravo, Alpha, Jul","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA4696, <WIND> 260 at 6, <RWY> 32, <DIST> 15mi [Pilot]: G",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: SWA4696, wind 260 at 6, Runway 32 cleared to land."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> ASA1862, <ALT> 4000ft, <RWY> 32, <DIST> 19.8NM [Pilot]: Greensboro Approach, <F#> ASA1862, level 7000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, ASA1862, level 7000 feet, inbound for landing. Structured context: - callsign: ASA1862 - runway: 32 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> ASA1862, <ALT> 4000ft, <RWY> 32,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: ASA1862, radar contact, descend and maintain 4000, expect ILS Runway 32."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL9019, <ALT> 4000ft, <RWY> 23R, <DIST> 22.2NM [Pilot]: Greensboro Approach, <F#> AAL9019, level 8000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, AAL9019, level 8000 feet, inbound for landing. Structured context: - callsign: AAL9019 - runway: 23R - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL9019, <ALT> 4000ft, <RWY> 23R",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: AAL9019, radar contact, descend and maintain 4000, expect ILS Runway 23R."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU9161, <ALT> 6000ft, <RWY> 14, <DIST> 8.6NM [Pilot]: Greensboro Approach, <F#> JBU9161, level 7000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, JBU9161, level 7000 feet, inbound for landing. Structured context: - callsign: JBU9161 - runway: 14 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU9161, <ALT> 6000ft, <RWY> 14,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: JBU9161, radar contact, descend and maintain 6000, expect ILS Runway 14."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU1275, <GATE> B2, <RWY> 23R, <TXWY> Kilo, Echo, Hotel, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> JBU1275, at Gate <GATE> B2, request taxi to Runway <RWY> 23R.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU1275, at Gate B2, request taxi to Runway 23R. Structured context: - callsign: JBU1275 - runway: 23R - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU1275, <GATE> B2, <RWY> 23R, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: JBU1275, taxi to Runway 23R via Kilo, Echo, Hotel, hold short of Runway 14."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> AAL1731, <WIND> 310 at 8, <RWY> 14, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> AAL1731, <DIST> 15 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, AAL1731, 15 miles out. Structured context: - callsign: AAL1731 - runway: 14 - taxi_route: Kilo, Lima, Hotel","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> AAL1731, <WIND> 310 at 8, <RWY> 14, <DIST> 15mi [Pilot]: G",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: AAL1731, wind 310 at 8, Runway 14 cleared to land."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> JBU2083, <WIND> 290 at 13, <RWY> 05L, <DIST> 10mi [Pilot]: Greensboro Tower, <F#> JBU2083, <DIST> 10 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, JBU2083, 10 miles out. Structured context: - callsign: JBU2083 - runway: 05L - taxi_route: Alpha, Kilo - ga","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> JBU2083, <WIND> 290 at 13, <RWY> 05L, <DIST> 10mi [Pilot]:",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: JBU2083, wind 290 at 13, Runway 05L cleared to land."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU132, <TXWY> Alpha, Delta, <GATE> A3 [Pilot]: Greensboro Ground, <F#> JBU132, clear of active, request taxi to Gate <GATE> A3.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU132, clear of active, request taxi to Gate A3. Structured context: - callsign: JBU132 - runway: 05L - t","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU132, <TXWY> Alpha, Delta, <GATE> A3 [Pilot]: Greensboro Ground, <F#> JBU132, ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: JBU132, taxi to Gate A3 via Alpha, Delta."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU2936, <GATE> C5, <RWY> 14, <TXWY> Bravo, Foxtrot, Alpha, <HSRWY> 23L [Pilot]: Greensboro Ground, <F#> JBU2936, at Gate <GATE> C5, request taxi to Runway <RWY> 14.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU2936, at Gate C5, request taxi to Runway 14. Structured context: - callsign: JBU2936 - runway: 14 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU2936, <GATE> C5, <RWY> 14, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: JBU2936, taxi to Runway 14 via Bravo, Foxtrot, Alpha, hold short of Runway 23L."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU3510, <ALT> 3000ft, <RWY> 14, <DIST> 4.6NM [Pilot]: Greensboro Approach, <F#> JBU3510, level 9000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, JBU3510, level 9000 feet, inbound for landing. Structured context: - callsign: JBU3510 - runway: 14 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU3510, <ALT> 3000ft, <RWY> 14,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: JBU3510, radar contact, descend and maintain 3000, expect ILS Runway 14."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N6256N, <GATE> C3, <RWY> 05L, <TXWY> Juliet, Hotel, <HSRWY> 32 [Pilot]: Greensboro Ground, <F#> N6256N, at Gate <GATE> C3, request taxi to Runway <RWY> 05L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, N6256N, at Gate C3, request taxi to Runway 05L. Structured context: - callsign: N6256N - runway: 05L - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N6256N, <GATE> C3, <RWY> 05L, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: N6256N, taxi to Runway 05L via Juliet, Hotel, hold short of Runway 32."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA8872, <TXWY> Hotel, Golf, <GATE> A5 [Pilot]: Greensboro Ground, <F#> ASA8872, clear of active, request taxi to Gate <GATE> A5.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, ASA8872, clear of active, request taxi to Gate A5. Structured context: - callsign: ASA8872 - runway: 05R -","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA8872, <TXWY> Hotel, Golf, <GATE> A5 [Pilot]: Greensboro Ground, <F#> ASA8872,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: ASA8872, taxi to Gate A5 via Hotel, Golf."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA9461, <WIND> 220 at 14, <RWY> 23R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> SWA9461, <DIST> 15 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, SWA9461, 15 miles out. Structured context: - callsign: SWA9461 - runway: 23R - taxi_route: Bravo, Charlie, ","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA9461, <WIND> 220 at 14, <RWY> 23R, <DIST> 15mi [Pilot]:",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: SWA9461, wind 220 at 14, Runway 23R cleared to land."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU6338, <GATE> D4, <RWY> 23L, <TXWY> Hotel, Bravo, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> JBU6338, at Gate <GATE> D4, request taxi to Runway <RWY> 23L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU6338, at Gate D4, request taxi to Runway 23L. Structured context: - callsign: JBU6338 - runway: 23L - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU6338, <GATE> D4, <RWY> 23L, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: JBU6338, taxi to Runway 23L via Hotel, Bravo, hold short of Runway 05L."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA1259, <TXWY> Foxtrot, Kilo, <GATE> D2 [Pilot]: Greensboro Ground, <F#> ASA1259, clear of active, request taxi to Gate <GATE> D2.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, ASA1259, clear of active, request taxi to Gate D2. Structured context: - callsign: ASA1259 - runway: 23R -","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA1259, <TXWY> Foxtrot, Kilo, <GATE> D2 [Pilot]: Greensboro Ground, <F#> ASA125",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: ASA1259, taxi to Gate D2 via Foxtrot, Kilo."
